numero,variable,region,surprisal
1,2_Typ+Num,1,5.437270443009121
1,2_Typ+Num,2,12.01396598710557
1,2_Typ+Num,3,18.99002107328831
1,2_Typ+Num,4,15.68438314396245
1,2_Typ+Num,5,24.504316337084404
1,2_Typ+Num,6,20.63911126601628
1,2_Typ+Num,7,16.898483666891327
1,2_Typ+Num,8,16.156308063513695
1,2_Typ+Num,1,2.089772675025844
1,2_Typ+Num,2,14.3470456459058
1,2_Typ+Num,3,16.64748881933414
1,2_Typ+Num,4,13.581798653945052
1,2_Typ+Num,5,17.366976412569617
1,2_Typ+Num,6,17.912762008178372
1,2_Typ+Num,7,15.434432089382323
1,2_Typ+Num,8,16.475368977242923
1,2_Typ+Num,1,1.3118410576148969
1,2_Typ+Num,2,12.748818120505641
1,2_Typ+Num,3,24.930563508509515
1,2_Typ+Num,4,17.839269765778205
1,2_Typ+Num,5,22.36737459301701
1,2_Typ+Num,6,15.13667217561501
1,2_Typ+Num,7,15.347008676971772
1,2_Typ+Num,8,15.594246177265127
1,2_Typ+Per,1,1.7701348605277225
1,2_Typ+Per,2,14.418359899172401
1,2_Typ+Per,3,19.2560232610747
1,2_Typ+Per,4,14.359595403747125
1,2_Typ+Per,5,17.485240083296347
1,2_Typ+Per,6,19.469587471073655
1,2_Typ+Per,7,13.76375772978934
1,2_Typ+Per,8,16.426857195326377
1,2_Typ+Per,1,2.7431592962666835
1,2_Typ+Per,2,9.956125966525422
1,2_Typ+Per,3,18.972926887591203
1,2_Typ+Per,4,20.377106985432967
1,2_Typ+Per,5,28.196109426751214
1,2_Typ+Per,6,16.951185222403335
1,2_Typ+Per,7,16.927772840904918
1,2_Typ+Per,8,14.58838402204145
1,2_Typ+Per,1,1.7221532993176785
1,2_Typ+Per,2,15.691328370969098
1,2_Typ+Per,3,0.033046377121459455
1,2_Typ+Per,4,11.297129596361774
1,2_Typ+Per,5,25.087336756604724
1,2_Typ+Per,6,17.816789283857286
1,2_Typ+Per,7,14.579272982361363
1,2_Typ+Per,8,15.884115109008347
1,2_Typ+Per,1,4.876930367439561
1,2_Typ+Per,2,11.486011755537314
1,2_Typ+Per,3,16.183039806234355
1,2_Typ+Per,4,14.731642759518255
1,2_Typ+Per,5,23.642444773856834
1,2_Typ+Per,6,9.900602584193972
1,2_Typ+Per,7,14.615615418070194
1,2_Typ+Per,8,16.347637934253868
1,2_Typ+Gen,1,2.3585464123439626
1,2_Typ+Gen,2,17.14487622245164
1,2_Typ+Gen,3,12.357349678530062
1,2_Typ+Gen,4,14.946623759985131
1,2_Typ+Gen,5,22.36187590331909
1,2_Typ+Gen,6,10.752841001074918
1,2_Typ+Gen,7,16.75719746513265
1,2_Typ+Gen,8,15.75192679745236
1,2_Typ+Gen,1,1.6854545089437742
1,2_Typ+Gen,2,12.885331804094267
1,2_Typ+Gen,3,23.58862142399673
1,2_Typ+Gen,4,17.967685338953554
1,2_Typ+Gen,5,25.019784139003793
1,2_Typ+Gen,6,8.979984837158032
1,2_Typ+Gen,7,15.23138606657518
1,2_Typ+Gen,8,15.591610649935866
1,2_Typ+Gen,1,2.9502684190693773
1,2_Typ+Gen,2,14.25981408465998
1,2_Typ+Gen,3,18.921831108904097
1,2_Typ+Gen,4,15.408364664249175
1,2_Typ+Gen,5,25.4571633070267
1,2_Typ+Gen,6,17.338850274266232
1,2_Typ+Gen,7,18.54423959349021
1,2_Typ+Gen,8,17.443212500448773
1,2_Typ+Gen,1,2.7552405881281854
1,2_Typ+Gen,2,14.503433511991515
1,2_Typ+Gen,3,20.738982439276178
1,2_Typ+Gen,4,15.3873500264007
1,2_Typ+Gen,5,22.509611808068183
1,2_Typ+Gen,6,24.261963832785842
1,2_Typ+Gen,7,15.458923359707972
1,2_Typ+Gen,8,16.511995761313155
1,2_Num+Gen,1,5.49190203697286
1,2_Num+Gen,2,13.53632297267579
1,2_Num+Gen,3,15.565342251296528
1,2_Num+Gen,4,16.723544147893115
1,2_Num+Gen,5,18.975287762684
1,2_Num+Gen,6,10.808952988196591
1,2_Num+Gen,7,15.281053611567145
1,2_Num+Gen,8,15.247187463083971
1,2_Num+Gen,1,4.59288877226866
1,2_Num+Gen,2,15.071883779578627
1,2_Num+Gen,3,6.560098369365332
1,2_Num+Gen,4,16.73023852176705
1,2_Num+Gen,5,28.116782095115294
1,2_Num+Gen,6,24.744621702083766
1,2_Num+Gen,7,15.622922816379917
1,2_Num+Gen,8,16.31471362674504
1,2_Num+Gen,1,6.617417791966991
1,2_Num+Gen,2,13.882576300139643
1,2_Num+Gen,3,15.993389878579073
1,2_Num+Gen,4,13.651528606005096
1,2_Num+Gen,5,27.898368898861793
1,2_Num+Gen,6,11.544938976558365
1,2_Num+Gen,7,15.698758643124235
1,2_Num+Gen,8,15.19923199135113
1,2_Num+Gen,1,4.38317714574538
1,2_Num+Gen,2,17.180222309123366
1,2_Num+Gen,3,16.843968322267628
1,2_Num+Gen,4,16.481600167584784
1,2_Num+Gen,5,26.174179023620255
1,2_Num+Gen,6,15.336685126473462
1,2_Num+Gen,7,16.48700738769915
1,2_Num+Gen,8,16.166026889732123
1,2_Num + Per,1,3.4999963763922644
1,2_Num + Per,2,14.652044831003302
1,2_Num + Per,3,7.807492557739093
1,2_Num + Per,4,17.039002663629724
1,2_Num + Per,5,22.986534025798925
1,2_Num + Per,6,17.840491089415995
1,2_Num + Per,7,15.322439059826293
1,2_Num + Per,8,16.224952216271944
1,2_Num + Per,1,2.2251891174644847
1,2_Num + Per,2,9.61231013284604
1,2_Num + Per,3,17.1240190714302
1,2_Num + Per,4,17.706519229943495
1,2_Num + Per,5,23.586889649012434
1,2_Num + Per,6,14.128341563319323
1,2_Num + Per,7,17.074311650127065
1,2_Num + Per,8,16.08547526389522
1,2_Num + Per,1,3.150192049448618
1,2_Num + Per,2,17.29989857170364
1,2_Num + Per,3,0.28146304779461173
1,2_Num + Per,4,10.17103076834269
1,2_Num + Per,5,22.677433234142715
1,2_Num + Per,6,20.774340808789024
1,2_Num + Per,7,17.98522248840072
1,2_Num + Per,8,16.338642453880677
1,2_Num + Per,1,2.0257591675838427
1,2_Num + Per,2,13.438881531553546
1,2_Num + Per,3,25.589998116626322
1,2_Num + Per,4,19.36412282469919
1,2_Num + Per,5,24.279662417789837
1,2_Num + Per,6,8.253916895596733
1,2_Num + Per,7,16.219683616468906
1,2_Num + Per,8,16.088499204640318
1,3_Typ+Num+Per,1,2.1144821680618713
1,3_Typ+Num+Per,2,14.409991877294873
1,3_Typ+Num+Per,3,17.82941733395106
1,3_Typ+Num+Per,4,12.092450333990627
1,3_Typ+Num+Per,5,18.502996932732845
1,3_Typ+Num+Per,6,8.755148133164917
1,3_Typ+Num+Per,7,14.6328147035726
1,3_Typ+Num+Per,8,16.582036905513302
1,3_Typ+Num+Per,1,2.7950004342136916
1,3_Typ+Num+Per,2,16.634454614311558
1,3_Typ+Num+Per,3,0.036885285153708175
1,3_Typ+Num+Per,4,10.78682204442733
1,3_Typ+Num+Per,5,22.385355300171877
1,3_Typ+Num+Per,6,19.351998413061917
1,3_Typ+Num+Per,7,16.887478088072875
1,3_Typ+Num+Per,8,15.071689375681746
1,3_Typ+Num+Per,1,4.463287975614206
1,3_Typ+Num+Per,2,12.416917576910866
1,3_Typ+Num+Per,3,16.57291316251688
1,3_Typ+Num+Per,4,15.153819647256352
1,3_Typ+Num+Per,5,20.079806543148447
1,3_Typ+Num+Per,6,19.159434403767243
1,3_Typ+Num+Per,7,14.905750725813665
1,3_Typ+Num+Per,8,16.081916097231968
1,3_Typ+Num+Per,1,2.5095195040651137
1,3_Typ+Num+Per,2,9.11681659490703
1,3_Typ+Num+Per,3,20.470802054034863
1,3_Typ+Num+Per,4,19.456240433154615
1,3_Typ+Num+Per,5,25.554413351370226
1,3_Typ+Num+Per,6,17.547060521381166
1,3_Typ+Num+Per,7,14.48030340547053
1,3_Typ+Num+Per,8,15.131602244207386
1,3_Typ+Num+Gen,1,5.615711999106517
1,3_Typ+Num+Gen,2,11.70293050976421
1,3_Typ+Num+Gen,3,17.38858947826204
1,3_Typ+Num+Gen,4,15.894160690666917
1,3_Typ+Num+Gen,5,24.45582698363744
1,3_Typ+Num+Gen,6,25.40211293932474
1,3_Typ+Num+Gen,7,15.469044955853487
1,3_Typ+Num+Gen,8,16.20322751107126
1,3_Typ+Num+Gen,1,1.701485966917063
1,3_Typ+Num+Gen,2,12.677805012726994
1,3_Typ+Num+Gen,3,24.730028980966672
1,3_Typ+Num+Gen,4,19.457807898598563
1,3_Typ+Num+Gen,5,22.251547104083794
1,3_Typ+Num+Gen,6,15.13667217561501
1,3_Typ+Num+Gen,7,13.622708964321905
1,3_Typ+Num+Gen,8,15.430769718503827
1,3_Typ+Num+Gen,1,5.703811516285728
1,3_Typ+Num+Gen,2,12.67597853832327
1,3_Typ+Num+Gen,3,16.99854318282036
1,3_Typ+Num+Gen,4,14.37363824782294
1,3_Typ+Num+Gen,5,26.835115624201315
1,3_Typ+Num+Gen,6,21.35135540331876
1,3_Typ+Num+Gen,7,17.135001275027474
1,3_Typ+Num+Gen,8,17.148534115972904
1,3_Typ+Num+Gen,1,2.708068137469135
1,3_Typ+Num+Gen,2,12.753804214044116
1,3_Typ+Num+Gen,3,8.434298457692694
1,3_Typ+Num+Gen,4,14.266574261197666
1,3_Typ+Num+Gen,5,30.128356602062734
1,3_Typ+Num+Gen,6,11.249400339732384
1,3_Typ+Num+Gen,7,14.76625950848707
1,3_Typ+Num+Gen,8,15.362468453501958
2,0_NoMM,1,4.332526643339596
2,0_NoMM,2,13.943902291961725
2,0_NoMM,3,15.108984156331257
2,0_NoMM,4,15.034548866309532
2,0_NoMM,5,16.480100445596378
2,0_NoMM,6,14.724875650887666
2,0_NoMM,7,19.51199833645056
2,0_NoMM,8,15.694507094589172
2,0_NoMM,1,4.790000409332965
2,0_NoMM,2,14.493666992414068
2,0_NoMM,3,10.114599190758284
2,0_NoMM,4,11.709082314420998
2,0_NoMM,5,18.007469159923804
2,0_NoMM,6,13.011011052482667
2,0_NoMM,7,19.04262115175373
2,0_NoMM,8,15.461616850500185
2,0_NoMM,1,4.263494326347511
2,0_NoMM,2,11.82583547900228
2,0_NoMM,3,21.078060843962934
2,0_NoMM,4,15.349543679864667
2,0_NoMM,5,18.36722162992359
2,0_NoMM,6,18.789302648608267
2,0_NoMM,7,19.393627434148677
2,0_NoMM,8,15.867269972651949
2,0_NoMM,1,4.648387684242189
2,0_NoMM,2,12.32143220365513
2,0_NoMM,3,14.585901014275777
2,0_NoMM,4,14.988577876063827
2,0_NoMM,5,16.58233931383861
2,0_NoMM,6,16.108335778619864
2,0_NoMM,7,22.414469495084777
2,0_NoMM,8,14.777937135060203
2,1_typ,1,4.009206219541704
2,1_typ,2,11.720171529094435
2,1_typ,3,19.40996399939035
2,1_typ,4,14.950649297063235
2,1_typ,5,18.938857925416524
2,1_typ,6,15.349112490576696
2,1_typ,7,18.704335026201782
2,1_typ,8,14.683940867730266
2,1_typ,1,4.104827377517698
2,1_typ,2,13.316383165819952
2,1_typ,3,13.318965062445317
2,1_typ,4,14.713870239872666
2,1_typ,5,14.436301324933005
2,1_typ,6,16.867344329068636
2,1_typ,7,18.2710483815658
2,1_typ,8,15.15350780882752
2,1_typ,1,5.434861421366352
2,1_typ,2,13.649020634595226
2,1_typ,3,8.981667702104033
2,1_typ,4,11.245200147953707
2,1_typ,5,13.295669939631786
2,1_typ,6,16.064094721815824
2,1_typ,7,23.21856544156714
2,1_typ,8,15.169400850553954
2,1_typ,1,5.2290397642587125
2,1_typ,2,13.549689344002521
2,1_typ,3,15.624829818033602
2,1_typ,4,14.083445234273544
2,1_typ,5,19.987596255138595
2,1_typ,6,14.805079967336527
2,1_typ,7,18.533659117352514
2,1_typ,8,15.33993640794349
2,1_num,1,4.543872853934153
2,1_num,2,13.829157896436229
2,1_num,3,9.658441136833183
2,1_num,4,12.126281609664417
2,1_num,5,15.438994255085785
2,1_num,6,14.250439054168277
2,1_num,7,19.72283422181383
2,1_num,8,15.427173622583204
2,1_num,1,4.3028544648845655
2,1_num,2,14.10187213069596
2,1_num,3,14.699864067333452
2,1_num,4,13.982095519683288
2,1_num,5,19.55912399071279
2,1_num,6,13.185102603969307
2,1_num,7,18.038715120280294
2,1_num,8,15.234097318385793
2,1_num,1,4.791048129969781
2,1_num,2,13.183945061577003
2,1_num,3,15.418790106793738
2,1_num,4,16.202092633333603
2,1_num,5,21.85363393905606
2,1_num,6,20.51400576624494
2,1_num,7,20.306361718997657
2,1_num,8,14.943640615512415
2,1_num,1,4.473779101580864
2,1_num,2,10.871349860763205
2,1_num,3,20.832113936252053
2,1_num,4,16.317257820216668
2,1_num,5,15.93313478614694
2,1_num,6,18.293728273806792
2,1_num,7,19.76819009829981
2,1_num,8,14.120209807661492
2,1_per,1,3.6187954472185364
2,1_per,2,11.275521952242011
2,1_per,3,21.87480617162189
2,1_per,4,15.426689703106796
2,1_per,5,15.290640055355393
2,1_per,6,19.345209719389135
2,1_per,7,16.031005366170508
2,1_per,8,15.439782283493793
2,1_per,1,3.3693023857945796
2,1_per,2,10.478919838186261
2,1_per,3,17.19025620315948
2,1_per,4,21.302466485879997
2,1_per,5,20.241840133474724
2,1_per,6,20.299733015698408
2,1_per,7,18.771105877592376
2,1_per,8,15.489918465979555
2,1_per,1,4.449898744321385
2,1_per,2,12.505147710714457
2,1_per,3,16.140717078923757
2,1_per,4,15.897663019813008
2,1_per,5,20.07275417337989
2,1_per,6,7.971487191768769
2,1_per,7,20.682329454725988
2,1_per,8,14.631495936364361
2,1_per,1,3.5592272527970463
2,1_per,2,15.293098173959297
2,1_per,3,0.2572724012698443
2,1_per,4,9.60006785794073
2,1_per,5,14.218538326255103
2,1_per,6,19.51276666839407
2,1_per,7,20.90254167485393
2,1_per,8,16.165575823490247
2,1_gen,1,3.1625587750051825
2,1_gen,2,13.955525499232165
2,1_gen,3,16.799364761405794
2,1_gen,4,15.224925081155625
2,1_gen,5,15.896141867273252
2,1_gen,6,13.43909929290161
2,1_gen,7,20.573024835917682
2,1_gen,8,14.229534307715552
2,1_gen,1,4.476027856340995
2,1_gen,2,13.668638266019359
2,1_gen,3,13.565849919617985
2,1_gen,4,15.39702538743187
2,1_gen,5,18.415065246080005
2,1_gen,6,11.082918431491624
2,1_gen,7,15.454950461562202
2,1_gen,8,15.875018907877221
2,1_gen,1,3.7264223501066405
2,1_gen,2,14.05642850465485
2,1_gen,3,13.713715665217483
2,1_gen,4,12.299783717853137
2,1_gen,5,17.935865609777423
2,1_gen,6,17.35226667453317
2,1_gen,7,19.77255503611906
2,1_gen,8,15.650047157103533
2,1_gen,1,3.438742125592302
2,1_gen,2,13.554179870415734
2,1_gen,3,19.92953375696576
2,1_gen,4,15.29081172440806
2,1_gen,5,12.853966046471133
2,1_gen,6,18.9169810674346
2,1_gen,7,19.935962670804848
2,1_gen,8,15.637655082584098
2,2_Typ+Num,1,3.80642967268453
2,2_Typ+Num,2,14.621210506002756
2,2_Typ+Num,3,14.383760896702631
2,2_Typ+Num,4,13.703374306261157
2,2_Typ+Num,5,18.940207163209664
2,2_Typ+Num,6,16.909131312426883
2,2_Typ+Num,7,18.438518707845333
2,2_Typ+Num,8,15.011442721434594
2,2_Typ+Num,1,5.53384560150301
2,2_Typ+Num,2,14.31115253394218
2,2_Typ+Num,3,9.781782226584781
2,2_Typ+Num,4,12.422915480893932
2,2_Typ+Num,5,18.32054857238471
2,2_Typ+Num,6,19.717837158540828
2,2_Typ+Num,7,17.276968649042956
2,2_Typ+Num,8,15.07368400517159
2,2_Typ+Num,1,4.057641478773189
2,2_Typ+Num,2,13.462847731199727
2,2_Typ+Num,3,14.134798272249578
2,2_Typ+Num,4,14.548650019352207
2,2_Typ+Num,5,13.437085671384185
2,2_Typ+Num,6,18.949535528507063
2,2_Typ+Num,7,19.001413013274117
2,2_Typ+Num,8,15.052835025497524
2,2_Typ+Num,1,3.251853226498355
2,2_Typ+Num,2,10.912607734062485
2,2_Typ+Num,3,20.038239717323975
2,2_Typ+Num,4,13.614141548023909
2,2_Typ+Num,5,17.673995901004105
2,2_Typ+Num,6,13.39881126338792
2,2_Typ+Num,7,18.09275823563015
2,2_Typ+Num,8,15.153771910563167
2,2_Typ+Per,1,3.542383282757067
2,2_Typ+Per,2,13.321645727009322
2,2_Typ+Per,3,12.933229857369112
2,2_Typ+Per,4,13.874008808133258
2,2_Typ+Per,5,14.931991302675627
2,2_Typ+Per,6,18.883871194875606
2,2_Typ+Per,7,15.528916736637719
2,2_Typ+Per,8,14.846029168131771
2,2_Typ+Per,1,3.3188372039159018
2,2_Typ+Per,2,10.30064423258147
2,2_Typ+Per,3,17.502654660215875
2,2_Typ+Per,4,20.518202538799756
2,2_Typ+Per,5,22.458918395466675
2,2_Typ+Per,6,17.417508712149644
2,2_Typ+Per,7,18.634367181860622
2,2_Typ+Per,8,14.603622298696921
2,2_Typ+Per,1,3.501089089266844
2,2_Typ+Per,2,15.201630348428283
2,2_Typ+Per,3,0.1806852885341207
2,2_Typ+Per,4,9.558259919794557
2,2_Typ+Per,5,18.051114334580262
2,2_Typ+Per,6,11.72362323946999
2,2_Typ+Per,7,20.644650920106
2,2_Typ+Per,8,15.051163158146444
2,2_Typ+Per,1,5.638647173026664
2,2_Typ+Per,2,13.997863666183049
2,2_Typ+Per,3,9.317629971533218
2,2_Typ+Per,4,11.653835418539353
2,2_Typ+Per,5,16.749806702623218
2,2_Typ+Per,6,9.116823867941394
2,2_Typ+Per,7,17.78316179788087
2,2_Typ+Per,8,15.019914651382924
2,2_Typ+Gen,1,4.389303363556473
2,2_Typ+Gen,2,15.62006974133419
2,2_Typ+Gen,3,17.881477724981117
2,2_Typ+Gen,4,15.578347329013338
2,2_Typ+Gen,5,16.33344635650046
2,2_Typ+Gen,6,10.312184695354409
2,2_Typ+Gen,7,20.663987396133738
2,2_Typ+Gen,8,15.159167247052142
2,2_Typ+Gen,1,4.476027856340995
2,2_Typ+Gen,2,13.668638266019359
2,2_Typ+Gen,3,13.565849919617985
2,2_Typ+Gen,4,15.39702538743187
2,2_Typ+Gen,5,18.415065246080005
2,2_Typ+Gen,6,11.082918431491624
2,2_Typ+Gen,7,15.454950461562202
2,2_Typ+Gen,8,15.875018907877221
2,2_Typ+Gen,1,3.7264223501066405
2,2_Typ+Gen,2,14.05642850465485
2,2_Typ+Gen,3,13.713715665217483
2,2_Typ+Gen,4,12.299783717853137
2,2_Typ+Gen,5,17.935865609777423
2,2_Typ+Gen,6,17.35226667453317
2,2_Typ+Gen,7,19.77255503611906
2,2_Typ+Gen,8,15.650047157103533
2,2_Typ+Gen,1,3.438742125592302
2,2_Typ+Gen,2,13.554179870415734
2,2_Typ+Gen,3,19.92953375696576
2,2_Typ+Gen,4,15.29081172440806
2,2_Typ+Gen,5,12.853966046471133
2,2_Typ+Gen,6,18.9169810674346
2,2_Typ+Gen,7,19.935962670804848
2,2_Typ+Gen,8,15.637655082584098
2,2_Num+Gen,1,4.477076106059942
2,2_Num+Gen,2,12.033203172729408
2,2_Num+Gen,3,19.07260378113424
2,2_Num+Gen,4,10.853810007073678
2,2_Num+Gen,5,17.010866094070753
2,2_Num+Gen,6,10.558443026174738
2,2_Num+Gen,7,17.42793994845289
2,2_Num+Gen,8,14.214365546114548
2,2_Num+Gen,1,4.3921425807625
2,2_Num+Gen,2,13.853072156918282
2,2_Num+Gen,3,14.313606446652033
2,2_Num+Gen,4,15.297418492380459
2,2_Num+Gen,5,14.790048584222118
2,2_Num+Gen,6,21.23790826314996
2,2_Num+Gen,7,19.90907221036563
2,2_Num+Gen,8,14.608565363943681
2,2_Num+Gen,1,5.7945466341792615
2,2_Num+Gen,2,14.237174053357364
2,2_Num+Gen,3,18.199149656613393
2,2_Num+Gen,4,12.655078088301048
2,2_Num+Gen,5,14.805203476240974
2,2_Num+Gen,6,11.462471128957949
2,2_Num+Gen,7,20.180707023275108
2,2_Num+Gen,8,15.012470892640954
2,2_Num+Gen,1,3.7141282302659455
2,2_Num+Gen,2,13.324438085072092
2,2_Num+Gen,3,18.75047751437003
2,2_Num+Gen,4,13.655347851519235
2,2_Num+Gen,5,16.255355626859686
2,2_Num+Gen,6,17.20550976469069
2,2_Num+Gen,7,22.739054200746597
2,2_Num+Gen,8,15.007146696993045
2,2_Num + Per,1,4.214805883242585
2,2_Num + Per,2,13.06514457065952
2,2_Num + Per,3,16.506976490097017
2,2_Num + Per,4,15.316654524000992
2,2_Num + Per,5,15.937076707931197
2,2_Num + Per,6,19.21061113087618
2,2_Num + Per,7,16.30721829386968
2,2_Num + Per,8,14.400334663850101
2,2_Num + Per,1,3.5547890963751483
2,2_Num + Per,2,9.98128211263604
2,2_Num + Per,3,15.282305171230782
2,2_Num + Per,4,20.90660983975319
2,2_Num + Per,5,16.29037911965223
2,2_Num + Per,6,17.40429360406711
2,2_Num + Per,7,18.96525157136837
2,2_Num + Per,8,15.30485849160987
2,2_Num + Per,1,3.948886669694481
2,2_Num + Per,2,15.27988216663159
2,2_Num + Per,3,2.5069359204012462
2,2_Num + Per,4,9.416320716403899
2,2_Num + Per,5,17.75029987365408
2,2_Num + Per,6,20.329433861631586
2,2_Num + Per,7,17.48751257470538
2,2_Num + Per,8,16.199903777475683
2,2_Num + Per,1,3.776687912084737
2,2_Num + Per,2,10.714031884005417
2,2_Num + Per,3,22.49899052768409
2,2_Num + Per,4,15.544223166579043
2,2_Num + Per,5,19.248427134303995
2,2_Num + Per,6,8.1046767482932
2,2_Num + Per,7,19.82734420706767
2,2_Num + Per,8,15.855167991014913
2,3_Typ+Num+Per,1,3.8967133122899056
2,3_Typ+Num+Per,2,13.195002772613982
2,3_Typ+Num+Per,3,13.832008614401012
2,3_Typ+Num+Per,4,14.018024639041942
2,3_Typ+Num+Per,5,16.87642305985698
2,3_Typ+Num+Per,6,9.015217718646404
2,3_Typ+Num+Per,7,17.14805942282956
2,3_Typ+Num+Per,8,15.079220835430588
